,Job_Title,Company_Name,Location,Experience_Level,Salary_Range,Skills_Required,Job_Description,Industry,Employment_Type,Tokenized_Job_Description,Sentiment_Polarity,Sentiment_Label
10,full stack developer,jyoti placements service,bangalore,Entry Level,Low,"ajax, core java, css-cascading style sheets, mysql, spring, css3, advanced java, javascript, nodejs, react js, html5, angularjs2, typescript, aws, work from home","responsibilities- design, develop, and maintain scalable mlal applications using python  javascript.- write effective apls- develop and optimize sql queries and manage databases to support application functionalities.- utilize cloud platforms such as google cloud platform gcp, amazon web services aws, or microsoft azure to deploy, monitor, and scale applications.- ability to design ml pipelines- collaborate with cross-functional teams to define project requirements and create technical specifications.- write clean, maintainable, and efficient code while adhering to best practices and coding standards.- troubleshoot and debugging- conduct code reviews and provide constructive feedback to peers.- stay updated with the latest industry trends and technologies to ensure continuous improvement and innovation.- troubleshoot and resolve software issues and bugs in a timely manner.- participate in agile methodologies, including sprint planning, stand-ups, and retrospectives.required skills and qualifications- proven experience as a full stack developer or similar role with 5 years of experience or more- bachelors degree in computer science, information technology, or a related field.- proven experience in software development using python and javascript ., , react, angular, or  frameworks.- strong knowledge of sql and experience with postgresqlmongodb databases.- hands-on experience with cloud platforms such as gcp, aws, azure.- knowledge of multiple back-end languages . c, java, python and javascript frameworks . angular, react, - familiarity with time series forecasting techniques.- experience with version control systems like git.- proficient understanding of web markup, including html5 and css3.- strong problem-solving skills and the ability to work independently or within a team environment.- excellent verbal and written communication skills.",it-hardware  networking  it-software  software services,Work from Office,"['responsibility', 'design', 'develop', 'maintain', 'scalable', 'mlal', 'application', 'using', 'python', 'javascript', 'write', 'effective', 'apls', 'develop', 'optimize', 'sql', 'query', 'manage', 'database', 'support', 'application', 'functionality', 'utilize', 'cloud', 'platform', 'google', 'cloud', 'platform', 'gcp', 'amazon', 'web', 'service', 'aws', 'microsoft', 'azure', 'deploy', 'monitor', 'scale', 'application', 'ability', 'design', 'ml', 'pipeline', 'collaborate', 'crossfunctional', 'team', 'define', 'project', 'requirement', 'create', 'technical', 'specification', 'write', 'clean', 'maintainable', 'efficient', 'code', 'adhering', 'best', 'practice', 'coding', 'standard', 'troubleshoot', 'debugging', 'conduct', 'code', 'review', 'provide', 'constructive', 'feedback', 'peer', 'stay', 'updated', 'latest', 'industry', 'trend', 'technology', 'ensure', 'continuous', 'improvement', 'innovation', 'troubleshoot', 'resolve', 'software', 'issue', 'bug', 'timely', 'manner', 'participate', 'agile', 'methodology', 'including', 'sprint', 'planning', 'standups', 'retrospectivesrequired', 'skill', 'qualification', 'proven', 'experience', 'full', 'stack', 'developer', 'similar', 'role', 'year', 'experience', 'bachelor', 'degree', 'computer', 'science', 'information', 'technology', 'related', 'field', 'proven', 'experience', 'software', 'development', 'using', 'python', 'javascript', 'react', 'angular', 'framework', 'strong', 'knowledge', 'sql', 'experience', 'postgresqlmongodb', 'database', 'handson', 'experience', 'cloud', 'platform', 'gcp', 'aws', 'azure', 'knowledge', 'multiple', 'backend', 'language', 'c', 'java', 'python', 'javascript', 'framework', 'angular', 'react', 'familiarity', 'time', 'series', 'forecasting', 'technique', 'experience', 'version', 'control', 'system', 'like', 'git', 'proficient', 'understanding', 'web', 'markup', 'including', 'html', 'cs', 'strong', 'problemsolving', 'skill', 'ability', 'work', 'independently', 'within', 'team', 'environment', 'excellent', 'verbal', 'written', 'communication', 'skill']",0.3343137254901961,Positive
11,full stack developer entry level intern,nocture solutions,aurangabad,Entry Level,Low,"javascript - angular, react, node.js, xml, mongodb, knowledge of multiple front-end languages, jquery","responsibilitieswork with development teams and product managers to ideate software solutionsdesign client-side and server-side architecturebuild the front-end of applications through appealing visual designdevelop and manage well-functioning databases and applicationswrite and document effective apistest software to ensure responsiveness and efficiencytroubleshoot, debug and upgrade softwarecreate security and data protection settingsbuild features and applications with a mobile responsive designwrite technical documentationwork with data scientists and analysts to improve softwarerequirementsproven experience as a full stack developer or similar roleexperience developing desktop and mobile applicationsfamiliarity with common stacksknowledge of multiple front-end languages and libraries . html css, javascript - angular, react, , xml, jqueryknowledge of multiple back-end languages . pythonfamiliarity with databases . mysql, mongodb, aws dynamodb, web servers . apache and uiux designdevelop  deploy applications on aws serverless services lambda, step functions, apigatewayexcellent communication and teamwork skillsgreat attention to detailorganizational skillsan analytical mind",it-hardware  networking  it-software  software services,Work from Office,"['responsibilitieswork', 'development', 'team', 'product', 'manager', 'ideate', 'software', 'solutionsdesign', 'clientside', 'serverside', 'architecturebuild', 'frontend', 'application', 'appealing', 'visual', 'designdevelop', 'manage', 'wellfunctioning', 'database', 'applicationswrite', 'document', 'effective', 'apistest', 'software', 'ensure', 'responsiveness', 'efficiencytroubleshoot', 'debug', 'upgrade', 'softwarecreate', 'security', 'data', 'protection', 'settingsbuild', 'feature', 'application', 'mobile', 'responsive', 'designwrite', 'technical', 'documentationwork', 'data', 'scientist', 'analyst', 'improve', 'softwarerequirementsproven', 'experience', 'full', 'stack', 'developer', 'similar', 'roleexperience', 'developing', 'desktop', 'mobile', 'applicationsfamiliarity', 'common', 'stacksknowledge', 'multiple', 'frontend', 'language', 'library', 'html', 'cs', 'javascript', 'angular', 'react', 'xml', 'jqueryknowledge', 'multiple', 'backend', 'language', 'pythonfamiliarity', 'database', 'mysql', 'mongodb', 'aws', 'dynamodb', 'web', 'server', 'apache', 'uiux', 'designdevelop', 'deploy', 'application', 'aws', 'serverless', 'service', 'lambda', 'step', 'function', 'apigatewayexcellent', 'communication', 'teamwork', 'skillsgreat', 'attention', 'detailorganizational', 'skillsan', 'analytical', 'mind']",0.1277777777777778,Positive
12,full stack developer,scipy technologies,trivandrumthiruvananthapuram,Entry Level,Low,"css-cascading style sheets, javascript, angularjs2, html5, react js, aws, css3, nodejs, typescript","heres a comprehensive job description for the full stack developer role at scipy technologiesfull stack developer job descriptionlocation specify location or remotejob type full-timeexperience 2 years preferredsalary specify range or competitiveabout scipy technologiesscipy technologies is a cutting-edge software company specializing in ai, ml, iot, robotics, and web development solutions. were looking for a talented full stack developer to join our innovative team and help us build dynamic, user-friendly applications that harness advanced technologies.job summaryas a full stack developer at scipy technologies, you will work on both the front-end and back-end of web applications. youll design and develop scalable, secure, and high-performing solutions while collaborating with cross-functional teams including product managers, designers, and data engineers.key responsibilitiesdevelop and maintain web applications from end to end using modern frameworks.collaborate with designers and back-end developers to create intuitive, responsive user interfaces.build restful apis and ensure seamless integration between front-end and back-end systems.write clean, maintainable, and testable code.implement security and data protection measures for applications.conduct performance optimization for both client-side and server-side applications.collaborate with the devops team to ensure smooth deployment.stay up-to-date with industry trends, emerging technologies, and best practices.required skills  qualificationsproficiency in front-end technologies html5, css3, javascript es6, react, angular, or .back-end expertise , python djangoflask, java, or php.database knowledge mysql, postgresql, mongodb, or firebase.experience with version control systems gitgithub.familiarity with devops tools and deployment environments docker, jenkins, aws, etc..strong problem-solving and debugging skills.knowledge of api design an",it-hardware  networking  it-software  software services,Work from Office,"['here', 'comprehensive', 'job', 'description', 'full', 'stack', 'developer', 'role', 'scipy', 'technologiesfull', 'stack', 'developer', 'job', 'descriptionlocation', 'specify', 'location', 'remotejob', 'type', 'fulltimeexperience', 'year', 'preferredsalary', 'specify', 'range', 'competitiveabout', 'scipy', 'technologiesscipy', 'technology', 'cuttingedge', 'software', 'company', 'specializing', 'ai', 'ml', 'iot', 'robotics', 'web', 'development', 'solution', 'looking', 'talented', 'full', 'stack', 'developer', 'join', 'innovative', 'team', 'help', 'u', 'build', 'dynamic', 'userfriendly', 'application', 'harness', 'advanced', 'technologiesjob', 'summaryas', 'full', 'stack', 'developer', 'scipy', 'technology', 'work', 'frontend', 'backend', 'web', 'application', 'youll', 'design', 'develop', 'scalable', 'secure', 'highperforming', 'solution', 'collaborating', 'crossfunctional', 'team', 'including', 'product', 'manager', 'designer', 'data', 'engineerskey', 'responsibilitiesdevelop', 'maintain', 'web', 'application', 'end', 'end', 'using', 'modern', 'frameworkscollaborate', 'designer', 'backend', 'developer', 'create', 'intuitive', 'responsive', 'user', 'interfacesbuild', 'restful', 'apis', 'ensure', 'seamless', 'integration', 'frontend', 'backend', 'systemswrite', 'clean', 'maintainable', 'testable', 'codeimplement', 'security', 'data', 'protection', 'measure', 'applicationsconduct', 'performance', 'optimization', 'clientside', 'serverside', 'applicationscollaborate', 'devops', 'team', 'ensure', 'smooth', 'deploymentstay', 'uptodate', 'industry', 'trend', 'emerging', 'technology', 'best', 'practicesrequired', 'skill', 'qualificationsproficiency', 'frontend', 'technology', 'html', 'cs', 'javascript', 'e', 'react', 'angular', 'backend', 'expertise', 'python', 'djangoflask', 'java', 'phpdatabase', 'knowledge', 'mysql', 'postgresql', 'mongodb', 'firebaseexperience', 'version', 'control', 'system', 'gitgithubfamiliarity', 'devops', 'tool', 'deployment', 'environment', 'docker', 'jenkins', 'aws', 'etcstrong', 'problemsolving', 'debugging', 'skillsknowledge', 'api', 'design']",0.39358974358974363,Positive
13,full stack developer full time,websenor,udaipur,Entry Level,Low,"front end developer, cybersecurity analyst, soft skills, interpersonal skills, javascript, html5","we have vacant of 5 full stack developer jobs in udaipur,  experience required  1 year  educational qualification  other bachelor degree  skill front end developer,cybersecurity analyst,soft skills,interpersonal skills,javascript,html5 etc.",it-hardware  networking  it-software  software services,Work from Office,"['vacant', 'full', 'stack', 'developer', 'job', 'udaipur', 'experience', 'required', 'year', 'educational', 'qualification', 'bachelor', 'degree', 'skill', 'front', 'end', 'developercybersecurity', 'analystsoft', 'skillsinterpersonal', 'skillsjavascripthtml', 'etc']",0.15833333333333333,Positive
14,full stack development,bdn labs pvt limited,hyderabad,Entry Level,High,"graphql developer, sql developer, kubernates, docker","we are seeking a meticulous and highly skilled full stack developer to join our it team. the ideal candidate will have extensive experience in full stack development.key responsibilitiesmust work in technologies such as react, angular, , or any other modern javascript framework.must work in technologies using restful apis or graphql, kubernetes, docker, linux, windows, virtualization, awsazure.must also have an exposure to the microservices technologyplatform and its related technical stack. you also be able to apply those fundamentals to real-world problems and come up with specialized solutions. interact with cross functional teams and co-operate with people working in different areas of the stack. you should value simplicity and scale, work comfortably in a collaborative, agile environment, and be excited to learn.collaborate with product managers and other stakeholders in understanding the requirements and work on delivering user storiesbacklog items with highest levels of quality and consistency across the product.work with geographically dispersed team of engineers by taking complete ownership and accountability to see the project through for completion.requirements5 years strong experience in restful apis or graphql, kubernetes, docker, linux, windows, virtualization, awsazure, python.excellent problem-solving skills and attention to detail.strong communication and collaboration skills.",it-hardware  networking  it-software  software services,Work from Office,"['seeking', 'meticulous', 'highly', 'skilled', 'full', 'stack', 'developer', 'join', 'team', 'ideal', 'candidate', 'extensive', 'experience', 'full', 'stack', 'developmentkey', 'responsibilitiesmust', 'work', 'technology', 'react', 'angular', 'modern', 'javascript', 'frameworkmust', 'work', 'technology', 'using', 'restful', 'apis', 'graphql', 'kubernetes', 'docker', 'linux', 'window', 'virtualization', 'awsazuremust', 'also', 'exposure', 'microservices', 'technologyplatform', 'related', 'technical', 'stack', 'also', 'able', 'apply', 'fundamental', 'realworld', 'problem', 'come', 'specialized', 'solution', 'interact', 'cross', 'functional', 'team', 'cooperate', 'people', 'working', 'different', 'area', 'stack', 'value', 'simplicity', 'scale', 'work', 'comfortably', 'collaborative', 'agile', 'environment', 'excited', 'learncollaborate', 'product', 'manager', 'stakeholder', 'understanding', 'requirement', 'work', 'delivering', 'user', 'storiesbacklog', 'item', 'highest', 'level', 'quality', 'consistency', 'across', 'productwork', 'geographically', 'dispersed', 'team', 'engineer', 'taking', 'complete', 'ownership', 'accountability', 'see', 'project', 'completionrequirements', 'year', 'strong', 'experience', 'restful', 'apis', 'graphql', 'kubernetes', 'docker', 'linux', 'window', 'virtualization', 'awsazure', 'pythonexcellent', 'problemsolving', 'skill', 'attention', 'detailstrong', 'communication', 'collaboration', 'skill']",0.2293859649122807,Positive
15,direct walk-in for full stack developer,sharaa info tech,chennai,Mid Level,Low,"maven, front end design, postgre sql, j, java-script, agile, scrum, sql, back end processing, back end developer","job descriptionfull stack developer java spring boot  angularlocation  chennai , bangaloreabout this jobexperience level mid-level 3 yearsjob overviewwe are looking for a full stack developer with at least 3 years of experience in java spring boot and angular development. the candidate will be responsible for developing, maintaining, and optimizing full-stack applications, working on both the front-end and back-end to deliver high-quality solutions.key responsibilitiesdesign developmentdevelop interactive and responsive web applications using angular.design and implement restful apis using java spring boot.ensure the application is scalable and performs efficiently.required skillsback-end3 years of hands-on experience with java and spring boot.strong knowledge of building and consuming rest apis.experience with sql databases such as mysql, postgresql, or similar.front-endproficiency in angular latest versions, typescript, and javascript.strong experience with html5, css3, and building responsive uis.knowledge of component-based architecture and state management.role full stack developerindustry type it services  consultingdepartment engineering - software  qaemployment type full time, permanentrole category software developmenteducationug any graduatepg any postgraduate",it-hardware  networking  it-software  software services,Work from Office,"['job', 'descriptionfull', 'stack', 'developer', 'java', 'spring', 'boot', 'angularlocation', 'chennai', 'bangaloreabout', 'jobexperience', 'level', 'midlevel', 'yearsjob', 'overviewwe', 'looking', 'full', 'stack', 'developer', 'least', 'year', 'experience', 'java', 'spring', 'boot', 'angular', 'development', 'candidate', 'responsible', 'developing', 'maintaining', 'optimizing', 'fullstack', 'application', 'working', 'frontend', 'backend', 'deliver', 'highquality', 'solutionskey', 'responsibilitiesdesign', 'developmentdevelop', 'interactive', 'responsive', 'web', 'application', 'using', 'angulardesign', 'implement', 'restful', 'apis', 'using', 'java', 'spring', 'bootensure', 'application', 'scalable', 'performs', 'efficientlyrequired', 'skillsbackend', 'year', 'handson', 'experience', 'java', 'spring', 'bootstrong', 'knowledge', 'building', 'consuming', 'rest', 'apisexperience', 'sql', 'database', 'mysql', 'postgresql', 'similarfrontendproficiency', 'angular', 'latest', 'version', 'typescript', 'javascriptstrong', 'experience', 'html', 'cs', 'building', 'responsive', 'uisknowledge', 'componentbased', 'architecture', 'state', 'managementrole', 'full', 'stack', 'developerindustry', 'type', 'service', 'consultingdepartment', 'engineering', 'software', 'qaemployment', 'type', 'full', 'time', 'permanentrole', 'category', 'software', 'developmenteducationug', 'graduatepg', 'postgraduate']",0.20714285714285716,Positive
16,full stack developer,jobride techno services private limited,chennai,Entry Level,High,"dot net developer, react js, sql, rest api","develop, maintain, and enhance applications using .net core.collaborate with cross-functional teams to define, design, and ship new features.write clean, scalable, and efficient code.conduct software analysis, programming, testing, and debugging.ensure the best possible performance, quality, and responsiveness of applications.identify bottlenecks and bugs, and devise solutions to mitigate and address these issues.maintain code quality, organization, and automatization.stay up to date with new technology trends and advancements in .net core development.",it-hardware  networking  it-software  software services,Work from Office,"['develop', 'maintain', 'enhance', 'application', 'using', 'net', 'corecollaborate', 'crossfunctional', 'team', 'define', 'design', 'ship', 'new', 'featureswrite', 'clean', 'scalable', 'efficient', 'codeconduct', 'software', 'analysis', 'programming', 'testing', 'debuggingensure', 'best', 'possible', 'performance', 'quality', 'responsiveness', 'applicationsidentify', 'bottleneck', 'bug', 'devise', 'solution', 'mitigate', 'address', 'issuesmaintain', 'code', 'quality', 'organization', 'automatizationstay', 'date', 'new', 'technology', 'trend', 'advancement', 'net', 'core', 'development']",0.3278787878787878,Positive
17,full stack developer,hrm info - corporate hr solutions,hyderabad,Senior Level,Low,"azure server, spring boot, reactjs, java","must have skills  java, spring boot, react js, microservices, kafka and azure both the front-end and back-endfull stack engineer with reactjs expert we are seeking a highly skilled and experienced full stack engineer with expertise in reactjs to join our growing team.as a full stack engineer, you will be responsible for developing and maintaining both the front-end and back-end components of our web applications.you will work closely with our product team to understand business requirements and translate them into technical solutions.",it-hardware  networking  it-software  software services,Work from Office,"['must', 'skill', 'java', 'spring', 'boot', 'react', 'j', 'microservices', 'kafka', 'azure', 'frontend', 'backendfull', 'stack', 'engineer', 'reactjs', 'expert', 'seeking', 'highly', 'skilled', 'experienced', 'full', 'stack', 'engineer', 'expertise', 'reactjs', 'join', 'growing', 'teamas', 'full', 'stack', 'engineer', 'responsible', 'developing', 'maintaining', 'frontend', 'backend', 'component', 'web', 'applicationsyou', 'work', 'closely', 'product', 'team', 'understand', 'business', 'requirement', 'translate', 'technical', 'solution']",0.3666666666666667,Positive
18,hiring for full stack developer,united technology services,chennai,Entry Level,Low,"core java, ajax, css-cascading style sheets, spring, mysql, css3, advanced java, nodejs, react js, javascript, angularjs2, html5, typescript",we are looking full stack developer for freshers in chennai and coimbatore location.immediate joiners preferred.,it-hardware  networking  it-software  software services,Work from Office,"['looking', 'full', 'stack', 'developer', 'fresher', 'chennai', 'coimbatore', 'locationimmediate', 'joiner', 'preferred']",0.35,Positive
19,urgent opening for full stack developer  remote,tier5 technology solutions pvt ltd,kolkata,Entry Level,Medium,"mern stack developer, full stack","position software engineer mern responsibilities design, develop, and maintain high-performance web applications using the mern stack mongodb, , , . write clean, modular, and scalable code, ensuring adherence to best practices in software development. collaborate with cross-functional teams to define, design, and deliver new features. optimize applications for maximum speed and scalability. troubleshoot and debug applications, providing timely and effective solutions to issues. participate in code reviews, offering constructive feedback to peers. stay updated with the latest industry trends and technologies, incorporating them into projects where beneficial. utilize aws services and implement microservices and serverless architectures to enhance application performance and scalability. lead development projects, providing guidance and mentorship to junior developers. innovate solutions to complex problems, ensuring proactive measures to foresee and address potential issues.requirements extensive experience as a mern stack developer with a strong portfolio of successfully delivered projects. exceptional problem-solving skills and the ability to work independently with minimal supervision. deep understanding of software development principles and best practices. proficiency in mongodb, , , and . experience with restful apis and web services. advanced knowledge of version control systems, such as git. strong communication skills and the ability to collaborate effectively with team members. extensive experience with aws services, including but not limited to ec2, s3, lambda, and dynamodb. in-depth knowledge of microservices architecture and serverless computing. proven experience leading development teams and mentoring junior developers. ability to foresee potential issues and implement proactive solutions.",it-hardware  networking  it-software  software services,Work from Home,"['position', 'software', 'engineer', 'mern', 'responsibility', 'design', 'develop', 'maintain', 'highperformance', 'web', 'application', 'using', 'mern', 'stack', 'mongodb', 'write', 'clean', 'modular', 'scalable', 'code', 'ensuring', 'adherence', 'best', 'practice', 'software', 'development', 'collaborate', 'crossfunctional', 'team', 'define', 'design', 'deliver', 'new', 'feature', 'optimize', 'application', 'maximum', 'speed', 'scalability', 'troubleshoot', 'debug', 'application', 'providing', 'timely', 'effective', 'solution', 'issue', 'participate', 'code', 'review', 'offering', 'constructive', 'feedback', 'peer', 'stay', 'updated', 'latest', 'industry', 'trend', 'technology', 'incorporating', 'project', 'beneficial', 'utilize', 'aws', 'service', 'implement', 'microservices', 'serverless', 'architecture', 'enhance', 'application', 'performance', 'scalability', 'lead', 'development', 'project', 'providing', 'guidance', 'mentorship', 'junior', 'developer', 'innovate', 'solution', 'complex', 'problem', 'ensuring', 'proactive', 'measure', 'foresee', 'address', 'potential', 'issuesrequirements', 'extensive', 'experience', 'mern', 'stack', 'developer', 'strong', 'portfolio', 'successfully', 'delivered', 'project', 'exceptional', 'problemsolving', 'skill', 'ability', 'work', 'independently', 'minimal', 'supervision', 'deep', 'understanding', 'software', 'development', 'principle', 'best', 'practice', 'proficiency', 'mongodb', 'experience', 'restful', 'apis', 'web', 'service', 'advanced', 'knowledge', 'version', 'control', 'system', 'git', 'strong', 'communication', 'skill', 'ability', 'collaborate', 'effectively', 'team', 'member', 'extensive', 'experience', 'aws', 'service', 'including', 'limited', 'ec', 'lambda', 'dynamodb', 'indepth', 'knowledge', 'microservices', 'architecture', 'serverless', 'computing', 'proven', 'experience', 'leading', 'development', 'team', 'mentoring', 'junior', 'developer', 'ability', 'foresee', 'potential', 'issue', 'implement', 'proactive', 'solution']",0.2964580873671783,Positive
20,full stack developer - delhi ncr,yes hr solutions,delhi ncr,Mid Level,Low,"c sharp, angular js, mongodb, dot net developer","4 years building web experiences with a focus on uifront-end and expert knowledge of developing restful services using .net and c.experience with angular, css, html, javascript, jquery. expertise with cross-browser, responsive, cross-platform and design constraints on the web. working with rest api web services.develop and maintain ui component library.participate in technical and design.",it-hardware  networking  it-software  software services,Work from Home,"['year', 'building', 'web', 'experience', 'focus', 'uifrontend', 'expert', 'knowledge', 'developing', 'restful', 'service', 'using', 'net', 'cexperience', 'angular', 'cs', 'html', 'javascript', 'jquery', 'expertise', 'crossbrowser', 'responsive', 'crossplatform', 'design', 'constraint', 'web', 'working', 'rest', 'api', 'web', 'servicesdevelop', 'maintain', 'ui', 'component', 'libraryparticipate', 'technical', 'design']",0.0,Neutral
21,full-stack developer,futorom examination services private limited,rohini sector 9  delhi,Mid Level,Medium,slack devloper,"we are seeking an experienced full-stack developer to join our dynamic team. the ideal candidate will have a strong background in modern web development technologies, including react, , , and postgresql or supabase. you will be responsible for building and maintaining high-quality web applications, integrating payment apis, and ensuring real-time communication through websockets.key responsibilities develop and maintain web applications using react and . build backend services with  or . design, implement, and manage databases using postgresql or supabase. integrate stripe and paypal apis for payment processing. implement real-time features using websockets. schedule and manage automated tasks using cron jobs. collaborate with cross-functional teams to define, design, and ship new features. optimize applications for maximum speed and scalability. write clean, maintainable, and well-documented code.qualifications experience minimum of x years of professional experience in full-stack development. frontend proficiency in react and . backend strong knowledge of  experience with  is a plus but not mandatory. database experience with postgresql or supabase. payment integration hands-on experience with stripe and paypal apis. real-time communication familiarity with websockets implementation. automation experience with setting up and managing cron jobs. other skills strong understanding of restful apis. familiarity with version control tools like git. ability to write unit and integration tests. excellent problem-solving skills and attention to detail. soft skills strong communication and teamwork abilities. ability to work independently and manage time effectively. eagerness to learn and adapt to new technologies.nice to have experience with supabase as a postgresql alternative. familiarity with other backend frameworks. knowledge",it-hardware  networking  it-software  software services,Work from Home,"['seeking', 'experienced', 'fullstack', 'developer', 'join', 'dynamic', 'team', 'ideal', 'candidate', 'strong', 'background', 'modern', 'web', 'development', 'technology', 'including', 'react', 'postgresql', 'supabase', 'responsible', 'building', 'maintaining', 'highquality', 'web', 'application', 'integrating', 'payment', 'apis', 'ensuring', 'realtime', 'communication', 'websocketskey', 'responsibility', 'develop', 'maintain', 'web', 'application', 'using', 'react', 'build', 'backend', 'service', 'design', 'implement', 'manage', 'database', 'using', 'postgresql', 'supabase', 'integrate', 'stripe', 'paypal', 'apis', 'payment', 'processing', 'implement', 'realtime', 'feature', 'using', 'websockets', 'schedule', 'manage', 'automated', 'task', 'using', 'cron', 'job', 'collaborate', 'crossfunctional', 'team', 'define', 'design', 'ship', 'new', 'feature', 'optimize', 'application', 'maximum', 'speed', 'scalability', 'write', 'clean', 'maintainable', 'welldocumented', 'codequalifications', 'experience', 'minimum', 'x', 'year', 'professional', 'experience', 'fullstack', 'development', 'frontend', 'proficiency', 'react', 'backend', 'strong', 'knowledge', 'experience', 'plus', 'mandatory', 'database', 'experience', 'postgresql', 'supabase', 'payment', 'integration', 'handson', 'experience', 'stripe', 'paypal', 'apis', 'realtime', 'communication', 'familiarity', 'websockets', 'implementation', 'automation', 'experience', 'setting', 'managing', 'cron', 'job', 'skill', 'strong', 'understanding', 'restful', 'apis', 'familiarity', 'version', 'control', 'tool', 'like', 'git', 'ability', 'write', 'unit', 'integration', 'test', 'excellent', 'problemsolving', 'skill', 'attention', 'detail', 'soft', 'skill', 'strong', 'communication', 'teamwork', 'ability', 'ability', 'work', 'independently', 'manage', 'time', 'effectively', 'eagerness', 'learn', 'adapt', 'new', 'technologiesnice', 'experience', 'supabase', 'postgresql', 'alternative', 'familiarity', 'backend', 'framework', 'knowledge']",0.3169856459330143,Positive
